"UNIQUE_ID","YEAR","UID","SITE_ID","VISIT_NO","LAT_DD83","LON_DD83","DATE_COL","DSGN_CYCLE","AG_ECO9","COMID","HUC2","WGT_CAT","WGT_TP","vpu_use","FISH_PROTOCOL","SAMPLED_FISH","CHLORIDE_RESULT","SULFATE_RESULT","COND_RESULT","DOC_RESULT","NTL_RESULT","PTL_RESULT","PH_RESULT","TURB_RESULT","PFC_ALG","PFC_AQM","PFC_BRS","PFC_LWD","PFC_LVT","PFC_OHV","PFC_RCK","PFC_UCB","XCMGW","RPVDEP","FCR","WSAREASQKM","TMEAN_S","PSUMPY"
"NRS_AL-10031","2018",2012814,"NRS18_AL_10002",1,34.9509217689235,-87.0420280032953,"07/08/2018","2018-19","SAP",19598502,"H06","AL_RV_SAP_Include",139.043971625693,"05","LG_NONWADEABLE","YES-SUFFICIENT",4.092,5.466,223.7,1.83,1.123,187.966,8.09,17.24,0.909090909090909,0,0.818181818181818,0.636363636363636,1,1,0,0.181818181818182,0.595454545454545,0.570740643741371,6,4785.6267,25.18758038,1725.577675
"NRS_AL-10031","2018",2013501,"NRS18_AL_10002",2,34.9509217689235,-87.0420280032953,"09/14/2018","2018-19","SAP",19598502,"H06","AL_RV_SAP_Include",139.043971625693,"05","LG_NONWADEABLE","YES-SUFFICIENT",5.382,5.333,241.5,1.87,1.224,221.726,8.21,9.14,0.545454545454545,0,0.818181818181818,0.727272727272727,0.727272727272727,0.818181818181818,0,0.272727272727273,0.939772727272727,0.644243546970754,6,4785.6267,25.18758038,1725.577675
"NRS_AL-10032","2009",13800,"FW08AL013",1,33.2601498202883,-85.5035713700493,"07/16/2009","2008-09","SAP",22034461,"H03W","SAP_SS",2693.12459732428,"03","SM_WADEABLE","YES-SUFFICIENT",1.43,0.6,19.19,0.78,0.085,31.8288,6.95,2.44,0,0,0.818181818181818,0,0.181818181818182,0.545454545454545,0,0.545454545454545,0.878409090909091,13.0827625149503,4,3.3768,24.59652605,1366.774025
"NRS_AL-10032","2013",1002143,"ALS9-0916",1,33.2601498202883,-85.5035713700493,"06/24/2013","2013-14","SAP",22034461,"H03W","SAP_SS",4403.54884216989,"03","SM_WADEABLE","SAMPLED (DATA LOST)",2.291,1.039,63.5,4.6,0.72,225,6.92,59.61,0,1,0,0,0,1,0,0,0.00227272727272727,3.50107019161044,2,3.3768,24.41761697,1375.979802
"NRS_AL-10032","2013",1002501,"ALS9-0916",2,33.2601498202883,-85.5035713700493,"07/26/2013","2013-14","SAP",22034461,"H03W","SAP_SS",4403.54884216989,"03","SM_WADEABLE","YES-SUFFICIENT",2.945,1.051,67.9,4.69,1.38,248,7.3,58.72,0,1,0,0,0,0.272727272727273,0,0,0.00227272727272727,2.84984575373465,2,3.3768,24.41761697,1375.979802
"NRS_AL-10033","2009",13801,"FW08AL014",1,32.485942169613,-85.7203149504739,"07/22/2009","2008-09","CPL",21717668,"H03W","CPL_GE5",182.004907183126,"03","","",6.38,7.48,157.78,2.71,0.92,13.9544,8.09,1.96,0.0909090909090909,0,0.818181818181818,0.363636363636364,0.181818181818182,0.818181818181818,0,0.272727272727273,1.11363636363636,0.0897957845653748,6,922.6674,25.72940198,1413.460205
"NRS_AL-10033","2014",1003534,"ALR9-0902",1,32.485942169613,-85.7203149504739,"05/22/2014","2013-14","CPL",21717668,"H03W","CPL_GE5",191.12641293902,"03","LG_NONWADEABLE","YES-SUFFICIENT",4.009,4.525,76.7,3.06,0.718,51,7.58,6.94,0,0,1,0.545454545454545,0.0909090909090909,0.636363636363636,0,0.0909090909090909,1.36136363636364,0.197440260895349,5,922.6674,25.92187054,1386.665978
"NRS_AL-10033","2014",1003673,"ALR9-0902",2,32.485942169613,-85.7203149504739,"06/14/2014","2013-14","CPL",21717668,"H03W","CPL_GE5",191.12641293902,"03","LG_NONWADEABLE","YES-SUFFICIENT",4.09,3.569,82.5,3.3,0.433,48,7.64,10.87,0,0,0.909090909090909,0.454545454545455,0.0909090909090909,0.545454545454545,0,0.0909090909090909,1.25454545454545,0.238005506327656,5,922.6674,25.92187054,1386.665978
"NRS_AL-10034","2009",14526,"FW08AL015",1,31.0868632685372,-87.0817517208073,"08/15/2009","2008-09","CPL",2413396,"H03W","CPL_GE5",182.004907183126,"03","LG_NONWADEABLE","YES-SUFFICIENT",3.37,1.48,70.52,5.15,0.247,24.7256,7.52,5.21,0,0.181818181818182,0.727272727272727,0.545454545454545,0.181818181818182,0.636363636363636,0,0.0909090909090909,1.03863636363636,0.32500725984104,6,1614.2913,26.08743486,1552.636965
"NRS_AL-10034","2014",1003817,"ALR9-0903",1,31.0868632685372,-87.0817517208073,"06/27/2014","2013-14","CPL",2413396,"H03W","CPL_GE5",191.12641293902,"03","LG_NONWADEABLE","NOT FISHED",3.266,1.581,71.4,4.45,0.3,44,7.63,6.96,0,0.0909090909090909,1,0.272727272727273,0.272727272727273,0.818181818181818,0,0,1.24090909090909,0.470076254055142,5,1614.2913,26.77474212,1695.976465
"NRS_AL-10034","2019",2014584,"NRS18_AL_10006",1,31.0868632685372,-87.0817517208073,"09/04/2019","2018-19","CPL",2413396,"H03W","AL_RV_CPL_Include",270.947794285646,"03","SM_NONWADEABLE","",3.347,1.682,70.08,3.78,0.244,24.868,7.61,8.56,0,0.0909090909090909,1,0.727272727272727,0.909090909090909,0.909090909090909,0,0,1.39204545454545,24.7935026678384,5,1614.2913,27.95804964,1985.474803
"NRS_AL-10035","2009",13372,"FW08AL016",1,34.6950583527265,-87.7620873780492,"06/12/2009","2008-09","SAP",19580273,"H06","SAP_LS",757.990573534719,"05","LG_NONWADEABLE","NO->20 CW SAMPLED,<500 INDIV",3.04,6.68,194.3,1.96,0.349,20.4681,7.8,3.44,0,0.0909090909090909,0.909090909090909,0.727272727272727,0.0909090909090909,0.727272727272727,0,0.727272727272727,1.31477272727273,0.513068092918896,6,169.8075,24.57720634,1408.141733
"NRS_AL-10035","2009",13802,"FW08AL016",2,34.6950583527265,-87.7620873780492,"07/21/2009","2008-09","SAP",19580273,"H06","SAP_LS",757.990573534719,"05","LG_NONWADEABLE","YES-SUFFICIENT",2.81,5.52,218.39,1.8,0.18,17.105,7.94,6.36,0,0,1,0.909090909090909,0.181818181818182,0.636363636363636,0,0.363636363636364,1.03409090909091,0.406131721987801,5,169.8075,24.57720634,1408.141733
"NRS_AL-10035","2014",1003674,"ALS9-0917",2,34.6950583527265,-87.7620873780492,"06/15/2014","2013-14","SAP",19580273,"H06","SAP_LS",1096.7794515616,"05","LG_NONWADEABLE","YES-SUFFICIENT",2.273,6.181,170.8,1.67,0.4,32,7.94,5.4,0,0,1,0.909090909090909,0,0.818181818181818,0,0.0909090909090909,1.45795454545455,0.378660780784767,4,169.8075,24.14472875,1399.644281
"NRS_AL-10035","2014",1003476,"ALS9-0917",1,34.6950583527265,-87.7620873780492,"05/14/2014","2013-14","SAP",19580273,"H06","SAP_LS",1096.7794515616,"05","LG_NONWADEABLE","NO->20 CW SAMPLED,<500 INDIV",2.425,6.444,202,1.44,0.253,24,8.06,4.16,0,0.0909090909090909,1,1,0.363636363636364,0.909090909090909,0,0.727272727272727,1.32954545454545,0.381148279015612,6,169.8075,24.14472875,1399.644281
"NRS_AL-10037","2009",13373,"FW08AL018",1,32.932316106278,-86.3624686915398,"06/28/2009","2008-09","SAP",22274544,"H03W","SAP_SS",1580.28962540303,"03","SM_WADEABLE","YES-SUFFICIENT",1.67,2.92,32.61,1.51,0.154,22.58,7.19,6.82,0,0,0.818181818181818,0.454545454545455,0.727272727272727,1,0.272727272727273,0.727272727272727,1.525,8.05848758531829,6,6.462,25.28464677,1572.373248
"NRS_AL-10037","2013",1002122,"ALS9-0918",1,32.932316106278,-86.3624686915398,"06/20/2013","2013-14","SAP",22274544,"H03W","SAP_SS",2583.9437793374,"03","SM_WADEABLE","YES-SUFFICIENT",1.628,3.098,28.7,0.95,0.084,40,7.01,4.54,0,0,0.545454545454545,0.272727272727273,0,0.818181818181818,0.181818181818182,0.454545454545455,0.730681818181818,8.41807473782124,5,6.462,25.07304169,1758.974618
"NRS_AL-10038","2009",13374,"FW08AL019",1,32.9138301412244,-87.5326477031896,"06/16/2009","2008-09","CPL",18208576,"H03W","CPL_SS",2517.74143828163,"03","SM_WADEABLE","YES-SUFFICIENT",2.65,1.08,48.06,7.01,0.626,29.9513,7.07,30.36,0,0,0.636363636363636,0.181818181818182,0.818181818181818,0.545454545454545,0,0.272727272727273,0.680681818181818,14.1692613025673,5,4.6053,26.01302765,1317.885066
"NRS_AL-10038","2013",1002212,"ALS9-0919",1,32.9138301412244,-87.5326477031896,"06/27/2013","2013-14","CPL",18208576,"H03W","CPL_SS",3839.08185432653,"03","SM_WADEABLE","YES-SUFFICIENT",2.463,1.242,38,3.74,0.503,63,6.85,32.12,0,0,0.454545454545455,0.272727272727273,0,0.909090909090909,0,0.181818181818182,0.464772727272727,20.6691937791181,4,4.6053,25.5883104,1705.343917
"NRS_AL-10038","2019",2013713,"NRS18_AL_10004",1,32.9138301412244,-87.5326477031896,"06/05/2019","2018-19","CPL",18208576,"H03W","AL_SS_CPL_Include",7284.69240569943,"03","SM_WADEABLE","YES-SUFFICIENT",2.458,1.051,36.6,3.29,0.481,25.728,7.07,21.4,0,0,1,0.181818181818182,0.818181818181818,0.727272727272727,0,0.272727272727273,1.53863636363636,32.2592388557613,5,4.6053,27.29989424,1787.763899
"NRS_AL-10038","2019",2014370,"NRS18_AL_10004",2,32.9138301412244,-87.5326477031896,"08/11/2019","2018-19","CPL",18208576,"H03W","AL_SS_CPL_Include",7284.69240569943,"03","SM_WADEABLE","YES-SUFFICIENT",2.047,0.938,29.3,6.68,0.864,63.149,6.6,62.49,0,0,1,0,0.909090909090909,0.727272727272727,0,0.0909090909090909,1.78181818181818,29.4902382311488,4,4.6053,27.29989424,1787.763899
"NRS_AL-10039","2009",13803,"FW08AL020",1,33.4128126751064,-86.7518994239116,"07/08/2009","2008-09","SAP",21656490,"H03W","SAP_GE5",146.241490946663,"03","","",4.63,13.28,267,2.89,0.793,129.7675,8.03,3.72,0,0,1,0.909090909090909,0,1,0.545454545454545,0.0909090909090909,1.25681818181818,0.280340183367786,5,527.1615,25.42436401,1569.377775
"NRS_AL-10039","2013",1002177,"ALR9-0904",1,33.4128126751064,-86.7518994239116,"06/25/2013","2013-14","SAP",21656490,"H03W","SAP_GE5",137.756111117604,"03","LG_NONWADEABLE","NO-<20 CW SAMPLED,<500 INDIV",3.313,13.381,171.6,2.22,0.629,76,7.85,3.8,0,0,0.727272727272727,0.818181818181818,0.1,0.909090909090909,0.363636363636364,0,0.980681818181818,0.323117914821971,5,527.1615,25.25165525,1705.420487
"NRS_AL-10039","2018",2012813,"NRS18_AL_10007",1,33.4128126751064,-86.7518994239116,"07/09/2018","2018-19","SAP",21656490,"H03W","AL_RV_SAP_Include",139.043971625693,"03","LG_WADEABLE","YES-SUFFICIENT",6.871,14.618,226.7,2.3,1.444,27.466,7.97,5.39,0.363636363636364,0,1,0.818181818181818,0.909090909090909,0.909090909090909,0,0.272727272727273,1.26704545454545,28.806297753482,6,527.1615,26.81374873,1786.270754
"NRS_AL-10040","2009",14527,"FW08AL021",1,31.3438086155257,-85.6088131182582,"08/12/2009","2008-09","CPL",2188031,"H03W","CPL_GE5",182.004907183126,"03","LG_NONWADEABLE","YES-SUFFICIENT",4.59,1.5,82.11,4.39,0.551,30.6188,7.71,9.82,0,0,0.363636363636364,0.363636363636364,0.181818181818182,0.909090909090909,0.272727272727273,0.0909090909090909,1.56625,0.26055470766304,6,1778.634,26.50260281,1448.504952
"NRS_AL-10040","2014",1003507,"ALR9-0905",1,31.3438086155257,-85.6088131182582,"05/20/2014","2013-14","CPL",2188031,"H03W","CPL_GE5",191.12641293902,"03","LG_NONWADEABLE","NOT FISHED",3.577,1.662,55.3,3.61,0.649,48,7.4,14.77,0,0.181818181818182,0.363636363636364,0.181818181818182,0,1,0,0,1.12840909090909,0.258493700452103,4,1778.634,26.85505998,1423.965419
"NRS_AL-10040","2019",2014014,"NRS18_AL_10008",1,31.3438086155257,-85.6088131182582,"07/10/2019","2018-19","CPL",2188031,"H03W","AL_RV_CPL_Include",270.947794285646,"03","LG_NONWADEABLE","",5.053,1.615,101.4,3.04,0.799,31.398,7.87,11.4,0,0,0.727272727272727,0.454545454545455,0.363636363636364,0.545454545454545,0.545454545454545,0.0909090909090909,1.76931818181818,0.446734968347086,6,1778.634,27.63516438,1614.816645
"NRS_AL-10041","2009",13903,"FW08AL022",1,31.6873965207449,-88.052133109966,"08/15/2009","2008-09","CPL",21639814,"H03W","CPL_GE5",182.004907183126,"03","","",3.19,3.18,152.9,5.27,0.229,37.5481,7.83,10.29,0,0,1,0.727272727272727,0.454545454545455,0.818181818181818,0.0909090909090909,0,0.828409090909091,0.576863346135333,5,467.8479,26.10092785,1455.13473
"NRS_AL-10041","2014",1003949,"ALR9-0906",1,31.6873965207449,-88.052133109966,"07/13/2014","2013-14","CPL",21639814,"H03W","CPL_GE5",191.12641293902,"03","LG_NONWADEABLE","YES-SUFFICIENT",3.096,3.818,167.1,3.64,0.239,53,7.87,13.06,0,0,1,0.727272727272727,0.272727272727273,0.909090909090909,0,0,1.27159090909091,0.595640008302132,4,467.8479,26.32836186,1772.873361
"NRS_AL-10042","2009",13904,"FW08AL023",1,32.1590456049498,-87.0100826319875,"08/13/2009","2008-09","CPL",21455328,"H03W","CPL_GE5",182.004907183126,"03","","",3.41,10.02,276.76,3.9,0.176,73.1838,8.14,13.25,0,0.181818181818182,0.818181818181818,0.0909090909090909,0,0.818181818181818,0,0,1.00795454545455,0.130665053758088,4,935.0208,25.62384073,1339.436792
"NRS_AL-10043","2009",13804,"FW08AL024",1,34.0037812813466,-86.7411054347068,"07/15/2009","2008-09","SAP",18589042,"H03W","SAP_GE5",91.7714664724861,"03","LG_NONWADEABLE","YES-SUFFICIENT",9.61,8.19,163.77,3.94,2.978,311.2425,7.77,4.43,0,0.545454545454545,0.363636363636364,0.272727272727273,0,0.545454545454545,0.909090909090909,0.181818181818182,0.831818181818182,0.498602533686004,6,932.7627,24.3632006,1511.820087
"NRS_AL-10044","2009",13805,"FW08AL025",1,32.4332888504821,-84.9669874719743,"07/23/2009","2008-09","CPL",3434292,"H03W","CPL_GE5",114.214216014915,"03","LG_NONWADEABLE","YES-SUFFICIENT",6.16,6.14,93.51,2.31,0.529,22.1656,7.6,2.47,0.0909090909090909,0.181818181818182,0.909090909090909,0.363636363636364,0.181818181818182,0.545454545454545,0.181818181818182,0,0.879545454545455,1.47041615965831,7,12275.4933,24.72161007,1284.71101
"NRS_AL-10045","2009",13969,"FW08AL026",1,31.1989281544922,-87.9034605265805,"07/24/2009","2008-09","CPL",21642420,"H03W","CPL_GE5",80.8037745556586,"03","LG_NONWADEABLE","YES->20 CW SAMPLED,<500 INDIV",6.96,15.59,176.88,4.22,0.35,60.5438,7.96,17.13,0,0,0.727272727272727,0.454545454545455,0.272727272727273,0.909090909090909,0,0.272727272727273,1.65227272727273,0.768670107868812,5,58613.9319,25.18208122,1398.621009
"NRS_AL-10046","2009",13905,"FW08AL027",1,32.1242205648654,-87.5283180534175,"08/16/2009","2008-09","CPL",21455470,"H03W","CPL_SS",2517.74143828163,"03","SM_WADEABLE","YES-50-90% OF REACH",0.31,3.23,41.58,5.07,0.293,138.5844,7.13,138.5,0,0,1,0.363636363636364,0.818181818181818,0.181818181818182,0.0909090909090909,0.545454545454545,0.970454545454545,16.232343229492,6,2.9223,25.94552957,1420.379108
"NRS_AL-10046","2013",1003142,"ALS9-0920",1,32.1242205648654,-87.5283180534175,"09/20/2013","2013-14","CPL",21455470,"H03W","CPL_SS",3839.08185432653,"03","SM_WADEABLE","YES-50-90% OF REACH",2.075,8.268,74.3,8.56,0.645,89,7.02,47.71,0,0,0.454545454545455,0,0.363636363636364,0.636363636363636,0,0.181818181818182,1.025,25.7521332784959,4,2.9223,25.66644366,1707.223432
"NRS_AL-10046","2018",2013174,"NRS18_AL_10005",1,32.1242205648654,-87.5283180534175,"08/07/2018","2018-19","CPL",21455470,"H03W","AL_SS_CPL_Include",7284.69240569943,"03","SM_WADEABLE","YES-SUFFICIENT",0.559,6.89,53.1,4.39,0.35,77.468,7.31,89.59,0,0,1,0.454545454545455,0.818181818181818,1,0,0.181818181818182,0.972727272727273,23.5872634074813,5,2.9223,27.01373458,1838.276024
"NRS_AL-10047","2009",12994,"FW08AL028",1,34.9086292199674,-87.0622965194922,"06/06/2009","2008-09","SAP",19598508,"H06","SAP_GE5",64.9260761593432,"05","LG_NONWADEABLE","YES-SUFFICIENT",5.25,9.47,272.18,1.59,1.273,170.805,8.19,2.47,0,0,0.909090909090909,0.454545454545455,0.454545454545455,1,0.272727272727273,0.909090909090909,0.854545454545455,0.330344981857378,6,4957.731,23.73544107,1293.574868
"NRS_AL-10048","2009",13906,"FW08AL029",1,33.624005026323,-85.4938387698875,"07/11/2009","2008-09","SAP",15809987,"H03W","SAP_GE5",146.241490946663,"03","","",2.61,1.46,46.99,2.04,0.298,40.835,7.41,5.15,0,0.454545454545455,0.818181818181818,0.818181818181818,0,0.181818181818182,0.181818181818182,0,0.894318181818182,0.233810244987167,5,1146.1095,24.03117408,1161.195034
"NRS_AL-10049","2009",14529,"FW08AL030",1,31.8680651269202,-85.7660150703489,"08/11/2009","2008-09","CPL",2208972,"H03W","CPL_LS",2202.29822221892,"03","SM_WADEABLE","YES-SUFFICIENT",3.64,1.56,45.64,6.14,0.403,31.34,7.11,17.58,0,0,0.727272727272727,0.363636363636364,0.818181818181818,1,0,0.0909090909090909,0.905681818181818,10.4376164007507,5,21.2391,25.59394451,1401.107257
"NRS_AL-10049","2013",1003151,"ALS9-0921",1,31.8680651269202,-85.7660150703489,"09/22/2013","2013-14","CPL",2208972,"H03W","CPL_LS",1895.95834347493,"03","SM_WADEABLE","YES-SUFFICIENT",3.291,1.916,41.1,6.35,0.424,48,6.52,24.18,0,0,0.818181818181818,0.363636363636364,0.0909090909090909,0.363636363636364,0,0.181818181818182,1.02613636363636,16.0280579144956,5,21.2391,25.35228563,1517.074848
"NRS_AL-10050","2009",13806,"FW08AL031",1,33.1583489238408,-87.0298599909131,"07/07/2009","2008-09","SAP",21658128,"H03W","SAP_GE5",91.7714664724861,"03","","",17.59,25.01,369.74,2.43,0.689,116.83,7.94,6.42,0.181818181818182,0.454545454545455,0.909090909090909,0.818181818181818,0.0909090909090909,1,0.636363636363636,0.454545454545455,1.23181818181818,1.13767673970462,8,1443.3966,25.7366506,1502.123158
"NRS_AL-10051","2009",13375,"FW08AL032",1,34.507343749302,-88.0503670372309,"06/11/2009","2008-09","CPL",19567812,"H06","CPL_LS",1347.90385473159,"05","LG_WADEABLE","YES->20 CW SAMPLED,<500 INDIV",2.1,3.79,147,1.64,0.371,9.7925,7.77,3.38,0,0.636363636363636,0.818181818181818,0.0909090909090909,0.181818181818182,0.181818181818182,0,0,0.745454545454545,35.8652607091314,5,220.0617,24.45581371,1359.324717
"NRS_AL-10051","2013",1002232,"ALS9-0922",1,34.507343749302,-88.0503670372309,"06/30/2013","2013-14","CPL",19567812,"H06","CPL_LS",1160.41030855735,"05","SM_WADEABLE","YES-SUFFICIENT",1.781,3.858,143.6,1.57,0.234,25,7.71,3.79,0,0.454545454545455,1,0.818181818181818,0,0.636363636363636,0,0,1.52272727272727,40.6632909875789,4,220.0617,24.349048,1473.491106
"NRS_AL-10051","2019",2014613,"NRS18_AL_10031",1,34.507343749302,-88.0503670372309,"09/10/2019","2018-19","CPL",19567812,"H06","AL_LS_CPL_Include",1228.19712377841,"05","LG_WADEABLE","YES-SUFFICIENT",1.535,1.843,139.78,1.62,0.279,15.825,7.89,4.84,0.272727272727273,0.818181818181818,1,0.636363636363636,0.727272727272727,0.909090909090909,0.0909090909090909,0.181818181818182,1.21931818181818,35.8717810269171,8,220.0617,25.82038023,1910.53987
"NRS_AL-10052","2009",13807,"FW08AL033",1,33.7921442185865,-86.1307302085049,"06/30/2009","2008-09","SAP",22203587,"H03W","SAP_SS",2693.12459732428,"03","SM_WADEABLE","YES-50-90% OF REACH",1.1,1.83,38.41,1.71,0.251,32.6688,6.68,20.9,0,0,0.363636363636364,0,0.0909090909090909,0,0,0,1.20227272727273,3.74324258306039,2,0.8055,24.96024631,1473.369028
